,Country,Year,Prisoners
1000,India,1926,0.0
1001,India,1928,2.0
1002,India,1930,0.0
1003,India,1932,0.0
1004,India,1934,2.0
1005,India,1936,1.0
1006,India,1938,0.0
1007,India,1940,0.0
1008,Ireland,1878,12.0
1009,Ireland,1880,18.0
1010,Ireland,1882,15.0
1011,Ireland,1884,19.0
1012,Ireland,1886,16.0
1013,Ireland,1888,24.0
1014,Ireland,1890,28.0
1015,Ireland,1892,25.0
1016,Ireland,1896,14.0
1017,Ireland,1900,10.0
1018,Ireland,1902,21.0
1019,Ireland,1906,6.0
1020,Ireland,1908,9.0
1021,Ireland,1912,8.0
1022,Ireland,1914,8.0
1023,Ireland,1916,7.0
1024,Ireland,1918,2.0
1025,Ireland,1920,1.0
1026,Ireland,1922,5.0
1027,Ireland,1924,6.0
1028,Ireland,1926,6.0
1029,Ireland,1928,2.0
1030,Ireland,1930,7.0
1031,Ireland,1932,5.0
1032,Ireland,1934,1.0
1033,Ireland,1936,1.0
1034,Ireland,1938,1.0
1035,Ireland,1940,2.0
1036,Italy,1878,7.0
1037,Italy,1880,6.0
1038,Italy,1882,4.0
1039,Italy,1884,7.0
1040,Italy,1886,6.0
1041,Italy,1888,5.0
1042,Italy,1890,4.0
1043,Italy,1892,11.0
1044,Italy,1896,9.0
1045,Italy,1900,1.0
1046,Italy,1902,8.0
1047,Italy,1906,8.0
1048,Italy,1908,16.0
1049,Italy,1912,18.0
1050,Italy,1914,25.0
1051,Italy,1916,12.0
1052,Italy,1918,14.0
1053,Italy,1920,5.0
1054,Italy,1922,12.0
1055,Italy,1924,18.0
1056,Italy,1926,22.0
1057,Italy,1928,24.0
1058,Italy,1930,19.0
1059,Italy,1932,17.0
1060,Italy,1934,6.0
1061,Italy,1936,2.0
1062,Italy,1938,5.0
1063,Italy,1940,2.0
1064,Isle of Man,1878,1.0
1065,Isle of Man,1880,1.0
1066,Isle of Man,1882,1.0
1067,Isle of Man,1884,1.0
1068,Isle of Man,1886,2.0
1069,Isle of Man,1888,0.0
1070,Isle of Man,1890,0.0
1071,Isle of Man,1892,1.0
1072,Isle of Man,1896,0.0
1073,Isle of Man,1900,0.0
1074,Isle of Man,1902,0.0
1075,Isle of Man,1906,0.0
1076,Isle of Man,1908,0.0
1077,Isle of Man,1912,0.0
1078,Isle of Man,1914,0.0
1079,Isle of Man,1916,0.0
1080,Isle of Man,1918,0.0
1081,Isle of Man,1920,0.0
1082,Isle of Man,1922,0.0
1083,Isle of Man,1924,0.0
1084,Isle of Man,1926,0.0
1085,Isle of Man,1928,0.0
1086,Isle of Man,1930,0.0
1087,Isle of Man,1932,0.0
1088,Isle of Man,1934,0.0
1089,Isle of Man,1936,0.0
1090,Isle of Man,1938,0.0
1091,Isle of Man,1940,0.0
1092,Jamaica,1878,0.0
1093,Jamaica,1880,0.0
1094,Jamaica,1882,0.0
1095,Jamaica,1884,0.0
1096,Jamaica,1886,0.0
1097,Jamaica,1888,0.0
1098,Jamaica,1890,0.0
1099,Jamaica,1892,0.0
1100,Jamaica,1896,0.0
1101,Jamaica,1900,1.0
1102,Jamaica,1902,0.0
1103,Jamaica,1906,0.0
1104,Jamaica,1908,0.0
1105,Jamaica,1912,0.0
1106,Jamaica,1914,0.0
1107,Jamaica,1916,0.0
1108,Jamaica,1918,0.0
1109,Jamaica,1920,0.0
1110,Jamaica,1922,1.0
1111,Jamaica,1924,2.0
1112,Jamaica,1926,0.0
1113,Jamaica,1928,0.0
1114,Jamaica,1930,0.0
1115,Jamaica,1932,0.0
1116,Jamaica,1934,0.0
1117,Jamaica,1936,0.0
1118,Jamaica,1938,0.0
1119,Jamaica,1940,0.0
1120,Japan,1878,0.0
1121,Japan,1880,0.0
1122,Japan,1882,0.0
1123,Japan,1884,0.0
1124,Japan,1886,0.0
1125,Japan,1888,0.0
1126,Japan,1890,0.0
1127,Japan,1892,0.0
1128,Japan,1896,1.0
1129,Japan,1900,0.0
1130,Japan,1902,2.0
1131,Japan,1906,1.0
1132,Japan,1908,0.0
1133,Japan,1912,3.0
1134,Japan,1914,3.0
1135,Japan,1916,2.0
1136,Japan,1918,0.0
1137,Japan,1920,2.0
1138,Japan,1922,1.0
1139,Japan,1924,0.0
1140,Japan,1926,0.0
1141,Japan,1928,0.0
1142,Japan,1930,0.0
1143,Japan,1932,0.0
1144,Japan,1934,0.0
1145,Japan,1936,1.0
1146,Japan,1938,0.0
1147,Japan,1940,0.0
1148,Java,1878,0.0
1149,Java,1880,0.0
1150,Java,1882,0.0
1151,Java,1884,0.0
1152,Java,1886,0.0
1153,Java,1888,0.0
1154,Java,1890,0.0
1155,Java,1892,1.0
1156,Java,1896,0.0
1157,Java,1900,0.0
1158,Java,1902,0.0
1159,Java,1906,0.0
1160,Java,1908,0.0
1161,Java,1912,0.0
1162,Java,1914,0.0
1163,Java,1916,0.0
1164,Java,1918,0.0
1165,Java,1920,0.0
1166,Java,1922,0.0
1167,Java,1924,0.0
1168,Java,1926,0.0
1169,Java,1928,0.0
1170,Java,1930,0.0
1171,Java,1932,0.0
1172,Java,1934,0.0
1173,Java,1936,0.0
1174,Java,1938,0.0
1175,Java,1940,0.0
1176,Yugoslavia,1878,0.0
1177,Yugoslavia,1880,0.0
1178,Yugoslavia,1882,0.0
1179,Yugoslavia,1884,0.0
1180,Yugoslavia,1886,0.0
1181,Yugoslavia,1888,0.0
1182,Yugoslavia,1890,0.0
1183,Yugoslavia,1892,0.0
1184,Yugoslavia,1896,0.0
1185,Yugoslavia,1900,0.0
1186,Yugoslavia,1902,0.0
1187,Yugoslavia,1906,0.0
1188,Yugoslavia,1908,0.0
1189,Yugoslavia,1912,0.0
1190,Yugoslavia,1914,0.0
1191,Yugoslavia,1916,0.0
1192,Yugoslavia,1918,0.0
1193,Yugoslavia,1920,0.0
1194,Yugoslavia,1922,0.0
1195,Yugoslavia,1924,1.0
1196,Yugoslavia,1926,1.0
1197,Yugoslavia,1928,1.0
1198,Yugoslavia,1930,26.0
1199,Yugoslavia,1932,1.0
1200,Yugoslavia,1934,0.0
1201,Yugoslavia,1936,1.0
1202,Yugoslavia,1938,0.0
1203,Yugoslavia,1940,0.0
1204,Korea,1878,0.0
1205,Korea,1880,0.0
1206,Korea,1882,0.0
1207,Korea,1884,0.0
1208,Korea,1886,0.0
1209,Korea,1888,0.0
1210,Korea,1890,0.0
1211,Korea,1892,0.0
1212,Korea,1896,0.0
1213,Korea,1900,0.0
1214,Korea,1902,0.0
1215,Korea,1906,0.0
1216,Korea,1908,0.0
1217,Korea,1912,0.0
1218,Korea,1914,0.0
1219,Korea,1916,2.0
1220,Korea,1918,0.0
1221,Korea,1920,2.0
1222,Korea,1922,1.0
1223,Korea,1924,0.0
1224,Korea,1926,0.0
1225,Korea,1928,0.0
1226,Korea,1930,0.0
1227,Korea,1932,0.0
1228,Korea,1934,0.0
1229,Korea,1936,0.0
1230,Korea,1938,0.0
1231,Korea,1940,0.0
1232,Lithuania,1878,0.0
1233,Lithuania,1880,0.0
1234,Lithuania,1882,0.0
1235,Lithuania,1884,0.0
1236,Lithuania,1886,0.0
1237,Lithuania,1888,0.0
1238,Lithuania,1890,0.0
1239,Lithuania,1892,0.0
1240,Lithuania,1896,0.0
1241,Lithuania,1900,0.0
1242,Lithuania,1902,0.0
1243,Lithuania,1906,0.0
1244,Lithuania,1908,0.0
1245,Lithuania,1912,0.0
1246,Lithuania,1914,0.0
1247,Lithuania,1916,0.0
1248,Lithuania,1918,0.0
1249,Lithuania,1920,0.0
1250,Lithuania,1922,0.0
1251,Lithuania,1924,0.0
1252,Lithuania,1926,0.0
1253,Lithuania,1928,0.0
1254,Lithuania,1930,0.0
1255,Lithuania,1932,0.0
1256,Lithuania,1934,0.0
1257,Lithuania,1936,0.0
1258,Lithuania,1938,0.0
1259,Lithuania,1940,1.0
1260,Mexico (old),1878,1.0
1261,Mexico (old),1880,2.0
1262,Mexico (old),1882,0.0
1263,Mexico (old),1884,1.0
1264,Mexico (old),1886,0.0
1265,Mexico (old),1888,1.0
1266,Mexico (old),1890,3.0
1267,Mexico (old),1892,3.0
1268,Mexico (old),1896,2.0
1269,Mexico (old),1900,0.0
1270,Mexico (old),1902,7.0
1271,Mexico (old),1906,7.0
1272,Mexico (old),1908,28.0
1273,Mexico (old),1912,36.0
1274,Mexico (old),1914,62.0
1275,Mexico (old),1916,62.0
1276,Mexico (old),1918,40.0
1277,Mexico (old),1920,61.0
1278,Mexico (old),1922,70.0
1279,Mexico (old),1924,59.0
1280,Mexico (old),1926,95.0
1281,Mexico (old),1928,91.0
1282,Mexico (old),1930,41.0
1283,Mexico (old),1932,69.0
1284,Mexico (old),1934,51.0
1285,Mexico (old),1936,27.0
1286,Mexico (old),1938,24.0
1287,Mexico (old),1940,10.0
1288,Montenegro,1878,0.0
1289,Montenegro,1880,0.0
1290,Montenegro,1882,0.0
1291,Montenegro,1884,0.0
1292,Montenegro,1886,0.0
1293,Montenegro,1888,0.0
1294,Montenegro,1890,0.0
1295,Montenegro,1892,0.0
1296,Montenegro,1896,0.0
1297,Montenegro,1900,0.0
1298,Montenegro,1902,0.0
1299,Montenegro,1906,0.0
1300,Montenegro,1908,0.0
1301,Montenegro,1912,0.0
1302,Montenegro,1914,0.0
1303,Montenegro,1916,1.0
1304,Montenegro,1918,0.0
1305,Montenegro,1920,0.0
1306,Montenegro,1922,0.0
1307,Montenegro,1924,0.0
1308,Montenegro,1926,1.0
1309,Montenegro,1928,0.0
1310,Montenegro,1930,0.0
1311,Montenegro,1932,0.0
1312,Montenegro,1934,0.0
1313,Montenegro,1936,0.0
1314,Montenegro,1938,0.0
1315,Montenegro,1940,0.0
1316,Netherlands,1878,0.0
1317,Netherlands,1880,0.0
1318,Netherlands,1882,0.0
1319,Netherlands,1884,0.0
1320,Netherlands,1886,0.0
1321,Netherlands,1888,0.0
1322,Netherlands,1890,0.0
1323,Netherlands,1892,0.0
1324,Netherlands,1896,0.0
1325,Netherlands,1900,0.0
1326,Netherlands,1902,0.0
1327,Netherlands,1906,0.0
1328,Netherlands,1908,0.0
1329,Netherlands,1912,0.0
1330,Netherlands,1914,0.0
1331,Netherlands,1916,0.0
1332,Netherlands,1918,0.0
1333,Netherlands,1920,0.0
1334,Netherlands,1922,0.0
1335,Netherlands,1924,0.0
1336,Netherlands,1926,0.0
1337,Netherlands,1928,1.0
1338,Netherlands,1930,0.0
1339,Netherlands,1932,0.0
1340,Netherlands,1934,0.0
1341,Netherlands,1936,0.0
1342,Netherlands,1938,0.0
1343,Netherlands,1940,0.0
1344,New Brunswick,1878,0.0
1345,New Brunswick,1880,0.0
1346,New Brunswick,1882,0.0
1347,New Brunswick,1884,0.0
1348,New Brunswick,1886,0.0
1349,New Brunswick,1888,0.0
1350,New Brunswick,1890,0.0
1351,New Brunswick,1892,0.0
1352,New Brunswick,1896,0.0
1353,New Brunswick,1900,0.0
1354,New Brunswick,1902,0.0
1355,New Brunswick,1906,0.0
1356,New Brunswick,1908,3.0
1357,New Brunswick,1912,0.0
1358,New Brunswick,1914,0.0
1359,New Brunswick,1916,0.0
1360,New Brunswick,1918,0.0
1361,New Brunswick,1920,0.0
1362,New Brunswick,1922,0.0
1363,New Brunswick,1924,1.0
1364,New Brunswick,1926,0.0
1365,New Brunswick,1928,0.0
1366,New Brunswick,1930,0.0
1367,New Brunswick,1932,0.0
1368,New Brunswick,1934,0.0
1369,New Brunswick,1936,0.0
1370,New Brunswick,1938,0.0
1371,New Brunswick,1940,0.0
1372,Newfoundland,1878,0.0
1373,Newfoundland,1880,0.0
1374,Newfoundland,1882,0.0
1375,Newfoundland,1884,0.0
1376,Newfoundland,1886,0.0
1377,Newfoundland,1888,0.0
1378,Newfoundland,1890,0.0
1379,Newfoundland,1892,0.0
1380,Newfoundland,1896,0.0
1381,Newfoundland,1900,0.0
1382,Newfoundland,1902,0.0
1383,Newfoundland,1906,1.0
1384,Newfoundland,1908,0.0
1385,Newfoundland,1912,0.0
1386,Newfoundland,1914,0.0
1387,Newfoundland,1916,0.0
1388,Newfoundland,1918,0.0
1389,Newfoundland,1920,0.0
1390,Newfoundland,1922,0.0
1391,Newfoundland,1924,0.0
1392,Newfoundland,1926,0.0
1393,Newfoundland,1928,0.0
1394,Newfoundland,1930,0.0
1395,Newfoundland,1932,0.0
1396,Newfoundland,1934,0.0
1397,Newfoundland,1936,0.0
1398,Newfoundland,1938,0.0
1399,Newfoundland,1940,0.0
1400,New Zealand,1878,0.0
1401,New Zealand,1880,0.0
1402,New Zealand,1882,0.0
1403,New Zealand,1884,0.0
1404,New Zealand,1886,0.0
1405,New Zealand,1888,0.0
1406,New Zealand,1890,0.0
1407,New Zealand,1892,0.0
1408,New Zealand,1896,0.0
1409,New Zealand,1900,0.0
1410,New Zealand,1902,0.0
1411,New Zealand,1906,0.0
1412,New Zealand,1908,0.0
1413,New Zealand,1912,0.0
1414,New Zealand,1914,1.0
1415,New Zealand,1916,0.0
1416,New Zealand,1918,0.0
1417,New Zealand,1920,0.0
1418,New Zealand,1922,0.0
1419,New Zealand,1924,0.0
1420,New Zealand,1926,0.0
1421,New Zealand,1928,0.0
1422,New Zealand,1930,0.0
1423,New Zealand,1932,0.0
1424,New Zealand,1934,0.0
1425,New Zealand,1936,0.0
1426,New Zealand,1938,0.0
1427,New Zealand,1940,0.0
1428,Nicaragua,1878,0.0
1429,Nicaragua,1880,0.0
1430,Nicaragua,1882,0.0
1431,Nicaragua,1884,0.0
1432,Nicaragua,1886,0.0
1433,Nicaragua,1888,0.0
1434,Nicaragua,1890,0.0
1435,Nicaragua,1892,0.0
1436,Nicaragua,1896,0.0
1437,Nicaragua,1900,0.0
1438,Nicaragua,1902,0.0
1439,Nicaragua,1906,0.0
1440,Nicaragua,1908,0.0
1441,Nicaragua,1912,0.0
1442,Nicaragua,1914,0.0
1443,Nicaragua,1916,0.0
1444,Nicaragua,1918,0.0
1445,Nicaragua,1920,0.0
1446,Nicaragua,1922,0.0
1447,Nicaragua,1924,0.0
1448,Nicaragua,1926,1.0
1449,Nicaragua,1928,0.0
1450,Nicaragua,1930,0.0
1451,Nicaragua,1932,0.0
1452,Nicaragua,1934,0.0
1453,Nicaragua,1936,0.0
1454,Nicaragua,1938,0.0
1455,Nicaragua,1940,0.0
1456,Norway,1878,0.0
1457,Norway,1880,0.0
1458,Norway,1882,1.0
1459,Norway,1884,1.0
1460,Norway,1886,1.0
1461,Norway,1888,2.0
1462,Norway,1890,1.0
1463,Norway,1892,0.0
1464,Norway,1896,0.0
1465,Norway,1900,0.0
1466,Norway,1902,0.0
1467,Norway,1906,0.0
1468,Norway,1908,1.0
1469,Norway,1912,0.0
1470,Norway,1914,1.0
1471,Norway,1916,1.0
1472,Norway,1918,1.0
1473,Norway,1920,0.0
1474,Norway,1922,1.0
1475,Norway,1924,1.0
1476,Norway,1926,1.0
1477,Norway,1928,2.0
1478,Norway,1930,2.0
1479,Norway,1932,2.0
1480,Norway,1934,0.0
1481,Norway,1936,0.0
1482,Norway,1938,0.0
1483,Norway,1940,0.0
1484,Nova Scotia,1878,0.0
1485,Nova Scotia,1880,1.0
1486,Nova Scotia,1882,1.0
1487,Nova Scotia,1884,0.0
1488,Nova Scotia,1886,1.0
1489,Nova Scotia,1888,0.0
1490,Nova Scotia,1890,1.0
1491,Nova Scotia,1892,0.0
1492,Nova Scotia,1896,0.0
1493,Nova Scotia,1900,0.0
1494,Nova Scotia,1902,0.0
1495,Nova Scotia,1906,2.0
1496,Nova Scotia,1908,1.0
1497,Nova Scotia,1912,0.0
1498,Nova Scotia,1914,0.0
1499,Nova Scotia,1916,0.0
1500,Nova Scotia,1918,0.0
1501,Nova Scotia,1920,0.0
1502,Nova Scotia,1922,1.0
1503,Nova Scotia,1924,0.0
1504,Nova Scotia,1926,0.0
1505,Nova Scotia,1928,0.0
1506,Nova Scotia,1930,0.0
1507,Nova Scotia,1932,0.0
1508,Nova Scotia,1934,0.0
1509,Nova Scotia,1936,0.0
1510,Nova Scotia,1938,0.0
1511,Nova Scotia,1940,0.0
1512,Ontario,1878,0.0
1513,Ontario,1880,0.0
1514,Ontario,1882,0.0
1515,Ontario,1884,0.0
1516,Ontario,1886,0.0
1517,Ontario,1888,0.0
1518,Ontario,1890,1.0
1519,Ontario,1892,0.0
1520,Ontario,1896,0.0
1521,Ontario,1900,0.0
1522,Ontario,1902,0.0
1523,Ontario,1906,0.0
1524,Ontario,1908,0.0
1525,Ontario,1912,0.0
1526,Ontario,1914,0.0
1527,Ontario,1916,0.0
1528,Ontario,1918,0.0
1529,Ontario,1920,0.0
1530,Ontario,1922,0.0
1531,Ontario,1924,0.0
1532,Ontario,1926,0.0
1533,Ontario,1928,0.0
1534,Ontario,1930,0.0
1535,Ontario,1932,0.0
1536,Ontario,1934,0.0
1537,Ontario,1936,0.0
1538,Ontario,1938,0.0
1539,Ontario,1940,0.0
1540,Philippine Islands,1878,0.0
1541,Philippine Islands,1880,0.0
1542,Philippine Islands,1882,0.0
1543,Philippine Islands,1884,0.0
1544,Philippine Islands,1886,0.0
1545,Philippine Islands,1888,0.0
1546,Philippine Islands,1890,0.0
1547,Philippine Islands,1892,0.0
1548,Philippine Islands,1896,0.0
1549,Philippine Islands,1900,0.0
1550,Philippine Islands,1902,0.0
1551,Philippine Islands,1906,0.0
1552,Philippine Islands,1908,0.0
1553,Philippine Islands,1912,0.0
1554,Philippine Islands,1914,0.0
1555,Philippine Islands,1916,0.0
1556,Philippine Islands,1918,0.0
1557,Philippine Islands,1920,0.0
1558,Philippine Islands,1922,0.0
1559,Philippine Islands,1924,0.0
1560,Philippine Islands,1926,0.0
1561,Philippine Islands,1928,1.0
1562,Philippine Islands,1930,1.0
1563,Philippine Islands,1932,3.0
1564,Philippine Islands,1934,1.0
1565,Philippine Islands,1936,0.0
1566,Philippine Islands,1938,2.0
1567,Philippine Islands,1940,0.0
1568,Poland,1878,0.0
1569,Poland,1880,0.0
1570,Poland,1882,0.0
1571,Poland,1884,0.0
1572,Poland,1886,0.0
1573,Poland,1888,1.0
1574,Poland,1890,0.0
1575,Poland,1892,1.0
1576,Poland,1896,0.0
1577,Poland,1900,0.0
1578,Poland,1902,0.0
1579,Poland,1906,0.0
1580,Poland,1908,2.0
1581,Poland,1912,0.0
1582,Poland,1914,0.0
1583,Poland,1916,1.0
1584,Poland,1918,0.0
1585,Poland,1920,0.0
1586,Poland,1922,1.0
1587,Poland,1924,1.0
1588,Poland,1926,2.0
1589,Poland,1928,2.0
1590,Poland,1930,2.0
1591,Poland,1932,2.0
1592,Poland,1934,4.0
1593,Poland,1936,0.0
1594,Poland,1938,0.0
1595,Poland,1940,0.0
1596,Porto Rico,1878,0.0
1597,Porto Rico,1880,0.0
1598,Porto Rico,1882,0.0
1599,Porto Rico,1884,0.0
1600,Porto Rico,1886,0.0
1601,Porto Rico,1888,0.0
1602,Porto Rico,1890,0.0
1603,Porto Rico,1892,0.0
1604,Porto Rico,1896,0.0
1605,Porto Rico,1900,0.0
1606,Porto Rico,1902,0.0
1607,Porto Rico,1906,0.0
1608,Porto Rico,1908,0.0
1609,Porto Rico,1912,0.0
1610,Porto Rico,1914,0.0
1611,Porto Rico,1916,0.0
1612,Porto Rico,1918,0.0
1613,Porto Rico,1920,0.0
1614,Porto Rico,1922,0.0
1615,Porto Rico,1924,1.0
1616,Porto Rico,1926,0.0
1617,Porto Rico,1928,0.0
1618,Porto Rico,1930,0.0
1619,Porto Rico,1932,0.0
1620,Porto Rico,1934,0.0
1621,Porto Rico,1936,0.0
1622,Porto Rico,1938,1.0
1623,Porto Rico,1940,0.0
1624,Portugal,1878,0.0
1625,Portugal,1880,0.0
1626,Portugal,1882,0.0
1627,Portugal,1884,0.0
1628,Portugal,1886,0.0
1629,Portugal,1888,0.0
1630,Portugal,1890,0.0
1631,Portugal,1892,0.0
1632,Portugal,1896,0.0
1633,Portugal,1900,0.0
1634,Portugal,1902,0.0
1635,Portugal,1906,0.0
1636,Portugal,1908,0.0
1637,Portugal,1912,0.0
1638,Portugal,1914,0.0
1639,Portugal,1916,0.0
1640,Portugal,1918,0.0
1641,Portugal,1920,0.0
1642,Portugal,1922,0.0
1643,Portugal,1924,0.0
1644,Portugal,1926,0.0
1645,Portugal,1928,0.0
1646,Portugal,1930,0.0
1647,Portugal,1932,0.0
1648,Portugal,1934,0.0
1649,Portugal,1936,1.0
1650,Portugal,1938,0.0
1651,Portugal,1940,0.0
1652,Prince Edward Isle,1878,0.0
1653,Prince Edward Isle,1880,0.0
1654,Prince Edward Isle,1882,1.0
1655,Prince Edward Isle,1884,0.0
1656,Prince Edward Isle,1886,0.0
1657,Prince Edward Isle,1888,0.0
1658,Prince Edward Isle,1890,0.0
1659,Prince Edward Isle,1892,1.0
1660,Prince Edward Isle,1896,0.0
1661,Prince Edward Isle,1900,0.0
1662,Prince Edward Isle,1902,0.0
1663,Prince Edward Isle,1906,0.0
1664,Prince Edward Isle,1908,2.0
1665,Prince Edward Isle,1912,0.0
1666,Prince Edward Isle,1914,0.0
1667,Prince Edward Isle,1916,0.0
1668,Prince Edward Isle,1918,0.0
1669,Prince Edward Isle,1920,0.0
1670,Prince Edward Isle,1922,0.0
1671,Prince Edward Isle,1924,0.0
1672,Prince Edward Isle,1926,0.0
1673,Prince Edward Isle,1928,0.0
1674,Prince Edward Isle,1930,0.0
1675,Prince Edward Isle,1932,0.0
1676,Prince Edward Isle,1934,0.0
1677,Prince Edward Isle,1936,0.0
1678,Prince Edward Isle,1938,0.0
1679,Prince Edward Isle,1940,0.0
1680,Prussia,1878,2.0
1681,Prussia,1880,3.0
1682,Prussia,1882,1.0
1683,Prussia,1884,0.0
1684,Prussia,1886,0.0
1685,Prussia,1888,0.0
1686,Prussia,1890,0.0
1687,Prussia,1892,1.0
1688,Prussia,1896,0.0
1689,Prussia,1900,0.0
1690,Prussia,1902,0.0
1691,Prussia,1906,0.0
1692,Prussia,1908,1.0
1693,Prussia,1912,0.0
1694,Prussia,1914,0.0
1695,Prussia,1916,0.0
1696,Prussia,1918,0.0
1697,Prussia,1920,0.0
1698,Prussia,1922,0.0
1699,Prussia,1924,0.0
1700,Prussia,1926,0.0
1701,Prussia,1928,0.0
1702,Prussia,1930,0.0
1703,Prussia,1932,0.0
1704,Prussia,1934,0.0
1705,Prussia,1936,0.0
1706,Prussia,1938,0.0
1707,Prussia,1940,0.0
1708,Romania,1878,0.0
1709,Romania,1880,0.0
1710,Romania,1882,0.0
1711,Romania,1884,0.0
1712,Romania,1886,0.0
1713,Romania,1888,0.0
1714,Romania,1890,0.0
1715,Romania,1892,0.0
1716,Romania,1896,0.0
1717,Romania,1900,0.0
1718,Romania,1902,0.0
1719,Romania,1906,0.0
1720,Romania,1908,0.0
1721,Romania,1912,1.0
1722,Romania,1914,0.0
1723,Romania,1916,0.0
1724,Romania,1918,0.0
1725,Romania,1920,0.0
1726,Romania,1922,1.0
1727,Romania,1924,0.0
1728,Romania,1926,0.0
1729,Romania,1928,0.0
1730,Romania,1930,1.0
1731,Romania,1932,0.0
1732,Romania,1934,0.0
1733,Romania,1936,0.0
1734,Romania,1938,0.0
1735,Romania,1940,0.0
1736,Russia,1878,0.0
1737,Russia,1880,1.0
1738,Russia,1882,1.0
1739,Russia,1884,1.0
1740,Russia,1886,0.0
1741,Russia,1888,1.0
1742,Russia,1890,2.0
1743,Russia,1892,2.0
1744,Russia,1896,6.0
1745,Russia,1900,3.0
1746,Russia,1902,1.0
1747,Russia,1906,1.0
1748,Russia,1908,1.0
1749,Russia,1912,3.0
1750,Russia,1914,3.0
1751,Russia,1916,5.0
1752,Russia,1918,10.0
1753,Russia,1920,7.0
1754,Russia,1922,8.0
1755,Russia,1924,8.0
1756,Russia,1926,8.0
1757,Russia,1928,12.0
1758,Russia,1930,8.0
1759,Russia,1932,8.0
1760,Russia,1934,11.0
1761,Russia,1936,7.0
1762,Russia,1938,5.0
1763,Russia,1940,2.0
1764,Saxony,1878,1.0
1765,Saxony,1880,1.0
1766,Saxony,1882,0.0
1767,Saxony,1884,0.0
1768,Saxony,1886,0.0
1769,Saxony,1888,0.0
1770,Saxony,1890,0.0
1771,Saxony,1892,0.0
1772,Saxony,1896,0.0
1773,Saxony,1900,0.0
1774,Saxony,1902,0.0
1775,Saxony,1906,0.0
1776,Saxony,1908,0.0
1777,Saxony,1912,0.0
1778,Saxony,1914,0.0
1779,Saxony,1916,0.0
1780,Saxony,1918,0.0
1781,Saxony,1920,0.0
1782,Saxony,1922,0.0
1783,Saxony,1924,0.0
1784,Saxony,1926,0.0
1785,Saxony,1928,0.0
1786,Saxony,1930,0.0
1787,Saxony,1932,0.0
1788,Saxony,1934,0.0
1789,Saxony,1936,0.0
1790,Saxony,1938,0.0
1791,Saxony,1940,0.0
1792,Scotland,1878,0.0
1793,Scotland,1880,1.0
1794,Scotland,1882,2.0
1795,Scotland,1884,3.0
1796,Scotland,1886,1.0
1797,Scotland,1888,2.0
1798,Scotland,1890,8.0
1799,Scotland,1892,4.0
1800,Scotland,1896,5.0
1801,Scotland,1900,7.0
1802,Scotland,1902,3.0
1803,Scotland,1906,4.0
1804,Scotland,1908,4.0
1805,Scotland,1912,2.0
1806,Scotland,1914,4.0
1807,Scotland,1916,4.0
1808,Scotland,1918,1.0
1809,Scotland,1920,1.0
1810,Scotland,1922,3.0
1811,Scotland,1924,3.0
1812,Scotland,1926,7.0
1813,Scotland,1928,2.0
1814,Scotland,1930,5.0
1815,Scotland,1932,2.0
1816,Scotland,1934,0.0
1817,Scotland,1936,0.0
1818,Scotland,1938,0.0
1819,Scotland,1940,0.0
1820,Serbia,1878,0.0
1821,Serbia,1880,0.0
1822,Serbia,1882,0.0
1823,Serbia,1884,0.0
1824,Serbia,1886,0.0
1825,Serbia,1888,0.0
1826,Serbia,1890,0.0
1827,Serbia,1892,0.0
1828,Serbia,1896,0.0
1829,Serbia,1900,0.0
1830,Serbia,1902,0.0
1831,Serbia,1906,0.0
1832,Serbia,1908,0.0
1833,Serbia,1912,0.0
1834,Serbia,1914,0.0
1835,Serbia,1916,0.0
1836,Serbia,1918,0.0
1837,Serbia,1920,0.0
1838,Serbia,1922,2.0
1839,Serbia,1924,1.0
1840,Serbia,1926,0.0
1841,Serbia,1928,0.0
1842,Serbia,1930,1.0
1843,Serbia,1932,0.0
1844,Serbia,1934,2.0
1845,Serbia,1936,0.0
1846,Serbia,1938,0.0
1847,Serbia,1940,0.0
1848,Siam,1878,0.0
1849,Siam,1880,0.0
1850,Siam,1882,0.0
1851,Siam,1884,0.0
1852,Siam,1886,0.0
1853,Siam,1888,0.0
1854,Siam,1890,0.0
1855,Siam,1892,0.0
1856,Siam,1896,0.0
1857,Siam,1900,0.0
1858,Siam,1902,0.0
1859,Siam,1906,0.0
1860,Siam,1908,0.0
1861,Siam,1912,0.0
1862,Siam,1914,0.0
1863,Siam,1916,0.0
1864,Siam,1918,0.0
1865,Siam,1920,0.0
1866,Siam,1922,0.0
1867,Siam,1924,0.0
1868,Siam,1926,0.0
1869,Siam,1928,0.0
1870,Siam,1930,0.0
1871,Siam,1932,1.0
1872,Siam,1934,0.0
1873,Siam,1936,0.0
1874,Siam,1938,0.0
1875,Siam,1940,0.0
1876,Siberia,1878,0.0
1877,Siberia,1880,0.0
1878,Siberia,1882,0.0
1879,Siberia,1884,0.0
1880,Siberia,1886,0.0
1881,Siberia,1888,0.0
1882,Siberia,1890,0.0
1883,Siberia,1892,0.0
1884,Siberia,1896,0.0
1885,Siberia,1900,0.0
1886,Siberia,1902,0.0
1887,Siberia,1906,0.0
1888,Siberia,1908,0.0
1889,Siberia,1912,0.0
1890,Siberia,1914,0.0
1891,Siberia,1916,0.0
1892,Siberia,1918,0.0
1893,Siberia,1920,0.0
